row,source,family,style,name,bpm,signature,sourceType,memoryCount,uniqueMemoryCount,fingerprint,exactDuplicatesAll,exactDuplicatesSource,action,origin,attribution
896,Groove MIDI Dataset,Hip Hop,Hip-Hop,26 hiphop 92 beat 4 4,92,4/4,human-midi,8,8,fa00d88583cf,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Hip Hop/26_hiphop_92_beat_4-4.mid,
897,Groove MIDI Dataset,Hip Hop,Hip-Hop,31 hiphop 92 beat 4 4,92,4/4,human-midi,3,3,2707bf40d8fd,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Hip Hop/31_hiphop_92_beat_4-4.mid,
898,Groove MIDI Dataset,Hip Hop,Hip-Hop,32 hiphop 92 beat 4 4,92,4/4,human-midi,2,2,e9fd67aeb4b5,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Hip Hop/32_hiphop_92_beat_4-4.mid,
899,Groove MIDI Dataset,Hip Hop,Hip-Hop,33 hiphop 92 beat 4 4,92,4/4,human-midi,1,1,bf551e7e1d20,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Hip Hop/33_hiphop_92_beat_4-4.mid,
900,Groove MIDI Dataset,Hip Hop,Hip-Hop,38 hiphop 67 beat 4 4,67,4/4,human-midi,8,8,d31770126103,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Hip Hop/38_hiphop_67_beat_4-4.mid,
901,Groove MIDI Dataset,Hip Hop,Hip-Hop,38 hiphop 100 beat 4 4,100,4/4,human-midi,6,6,46b05037e736,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Hip Hop/38_hiphop_100_beat_4-4.mid,
902,Groove MIDI Dataset,Hip Hop,Hip-Hop,39 hiphop 100 beat 4 4,100,4/4,human-midi,5,5,09d192a075a2,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Hip Hop/39_hiphop_100_beat_4-4.mid,
903,Groove MIDI Dataset,Hip Hop,Hip-Hop,40 hiphop 100 beat 4 4,100,4/4,human-midi,4,4,15893329ee5b,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Hip Hop/40_hiphop_100_beat_4-4.mid,
904,Groove MIDI Dataset,Hip Hop,Hip-Hop,40 hiphop 110 beat 4 4,110,4/4,human-midi,4,4,7310168b821d,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Hip Hop/40_hiphop_110_beat_4-4.mid,
905,Groove MIDI Dataset,Hip Hop,Hip-Hop,41 hiphop 110 beat 4 4,110,4/4,human-midi,1,1,70904358844f,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Hip Hop/41_hiphop_110_beat_4-4.mid,
906,Groove MIDI Dataset,Hip Hop,Hip-Hop,87 hiphop 75 beat 4 4,75,4/4,human-midi,8,8,c97b2f6b1fad,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Hip Hop/87_hiphop_75_beat_4-4.mid,
907,Groove MIDI Dataset,Hip Hop,Hip-Hop,92 hiphop 70 beat 4 4,70,4/4,human-midi,8,8,40dcf98883cc,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Hip Hop/92_hiphop_70_beat_4-4.mid,
908,Groove MIDI Dataset,Hip Hop,Hip-Hop,92 hiphop 75 beat 4 4,75,4/4,human-midi,2,2,ba52b85107f1,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Hip Hop/92_hiphop_75_beat_4-4.mid,
909,Groove MIDI Dataset,Hip Hop,Hip-Hop,93 hiphop 75 beat 4 4,75,4/4,human-midi,4,4,233566cca9c7,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Hip Hop/93_hiphop_75_beat_4-4.mid,
910,Groove MIDI Dataset,Hip Hop,Hip-Hop,106 hiphop 70 beat 4 4,70,4/4,human-midi,8,8,fc348379be6f,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Hip Hop/106_hiphop_70_beat_4-4.mid,
911,Groove MIDI Dataset,Hip Hop,Hip-Hop,123 hiphop 140 beat 4 4,140,4/4,human-midi,8,8,4c5411edbd9b,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Hip Hop/123_hiphop_140_beat_4-4.mid,
912,Groove MIDI Dataset,Jazz,Swing,1 jazz swing 124 beat 4 4,124,4/4,human-midi,8,8,95fec85c49b0,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/1_jazz-swing_124_beat_4-4.mid,
913,Groove MIDI Dataset,Jazz,Jazz,2 jazz 158 beat 4 4,158,4/4,human-midi,8,8,0686ff450b6f,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/2_jazz_158_beat_4-4.mid,
914,Groove MIDI Dataset,Jazz,Swing,2 jazz swing 185 beat 4 4,185,4/4,human-midi,8,8,735406864ba4,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/2_jazz-swing_185_beat_4-4.mid,
915,Groove MIDI Dataset,Jazz,Swing,2 jazz swing 215 beat 4 4,215,4/4,human-midi,8,8,3d2515b34b5c,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/2_jazz-swing_215_beat_4-4.mid,
916,Groove MIDI Dataset,Jazz,Jazz,3 jazz klezmer 152 beat 4 4,152,4/4,human-midi,8,8,c8138f6e8dde,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/3_jazz-klezmer_152_beat_4-4.mid,
917,Groove MIDI Dataset,Jazz,Swing,3 jazz swing 215 beat 4 4,215,4/4,human-midi,8,8,e27a09138e2d,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/3_jazz-swing_215_beat_4-4.mid,
918,Groove MIDI Dataset,Jazz,Jazz,4 jazz 120 beat 3 4,120,3/4,human-midi,8,8,b2f9ea2660bf,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/4_jazz_120_beat_3-4.mid,
919,Groove MIDI Dataset,Jazz,Funk,4 jazz funk 116 beat 4 4,116,4/4,human-midi,8,8,79c0d0a35e1e,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/4_jazz-funk_116_beat_4-4.mid,
920,Groove MIDI Dataset,Jazz,Jazz,4 jazz linear 182 beat 4 4,182,4/4,human-midi,8,8,3575ef28b3ec,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/4_jazz-linear_182_beat_4-4.mid,
921,Groove MIDI Dataset,Jazz,Swing,4 jazz swing 215 beat 4 4,215,4/4,human-midi,8,8,e6f8ca41918b,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/4_jazz-swing_215_beat_4-4.mid,
922,Groove MIDI Dataset,Jazz,Jazz,5 jazz 200 beat 3 4,200,3/4,human-midi,8,8,4986a8ffd311,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/5_jazz_200_beat_3-4.mid,
923,Groove MIDI Dataset,Jazz,Funk,5 jazz funk 116 beat 4 4,116,4/4,human-midi,8,8,87bcd6b61632,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/5_jazz-funk_116_beat_4-4.mid,
924,Groove MIDI Dataset,Jazz,Jazz,5 jazz linear 128 beat 4 4,128,4/4,human-midi,8,8,969c8b25c50a,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/5_jazz-linear_128_beat_4-4.mid,
925,Groove MIDI Dataset,Jazz,Swing,5 jazz swing 215 beat 4 4,215,4/4,human-midi,8,8,cbd790875234,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/5_jazz-swing_215_beat_4-4.mid,
926,Groove MIDI Dataset,Jazz,Swing,6 jazz swing 215 beat 4 4,215,4/4,human-midi,8,8,e7d1b22388d3,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/6_jazz-swing_215_beat_4-4.mid,
927,Groove MIDI Dataset,Jazz,Jazz,7 jazz march 88 beat 4 4,88,4/4,human-midi,8,8,9d94d4080f8e,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/7_jazz-march_88_beat_4-4.mid,
928,Groove MIDI Dataset,Jazz,Swing,7 jazz swing 215 beat 4 4,215,4/4,human-midi,8,8,e1fc0b4bda78,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/7_jazz-swing_215_beat_4-4.mid,
929,Groove MIDI Dataset,Jazz,Jazz,8 jazz 105 beat 4 4,105,4/4,human-midi,8,8,a53da2680a54,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/8_jazz_105_beat_4-4.mid,
930,Groove MIDI Dataset,Jazz,Jazz,8 jazz march 176 beat 4 4,176,4/4,human-midi,8,8,f92a907ecec0,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/8_jazz-march_176_beat_4-4.mid,
931,Groove MIDI Dataset,Jazz,Swing,8 jazz swing 215 beat 4 4,215,4/4,human-midi,8,8,baa5e0d6c0f8,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/8_jazz-swing_215_beat_4-4.mid,
932,Groove MIDI Dataset,Jazz,Jazz,9 jazz march 120 beat 4 4,120,4/4,human-midi,8,8,7a7cf2bc94da,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/9_jazz-march_120_beat_4-4.mid,
933,Groove MIDI Dataset,Jazz,Swing,9 jazz swing 110 beat 4 4,110,4/4,human-midi,8,8,4be0b475423e,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/9_jazz-swing_110_beat_4-4.mid,
934,Groove MIDI Dataset,Jazz,Swing,10 jazz swing 110 beat 4 4,110,4/4,human-midi,8,8,4957ed7aaffa,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/10_jazz-swing_110_beat_4-4.mid,
935,Groove MIDI Dataset,Jazz,Jazz,14 jazz 100 beat 4 4,100,4/4,human-midi,8,8,bea3d7837852,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/14_jazz_100_beat_4-4.mid,
936,Groove MIDI Dataset,Jazz,Jazz,15 jazz 112 beat 4 4,112,4/4,human-midi,8,8,a44d85852863,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/15_jazz_112_beat_4-4.mid,
937,Groove MIDI Dataset,Jazz,Jazz,15 jazz 120 beat 4 4,120,4/4,human-midi,8,8,7563686be629,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/15_jazz_120_beat_4-4.mid,
938,Groove MIDI Dataset,Jazz,Jazz,16 jazz 120 beat 4 4,120,4/4,human-midi,8,8,be0984d37da0,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/16_jazz_120_beat_4-4.mid,
939,Groove MIDI Dataset,Jazz,Jazz,17 jazz 120 beat 4 4,120,4/4,human-midi,1,1,a1fd213f1191,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/17_jazz_120_beat_4-4.mid,
940,Groove MIDI Dataset,Jazz,Jazz,19 jazz 120 beat 4 4,120,4/4,human-midi,3,3,ded0c89611e6,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/19_jazz_120_beat_4-4.mid,
941,Groove MIDI Dataset,Jazz,Jazz,21 jazz 120 beat 4 4,120,4/4,human-midi,2,2,f6b064891fa6,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/21_jazz_120_beat_4-4.mid,
942,Groove MIDI Dataset,Jazz,Jazz,22 jazz 120 beat 4 4,120,4/4,human-midi,8,8,b84b11b77b42,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/22_jazz_120_beat_4-4.mid,
943,Groove MIDI Dataset,Jazz,Jazz,23 jazz 120 beat 4 4,120,4/4,human-midi,2,2,1130fda6f7c6,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/23_jazz_120_beat_4-4.mid,
944,Groove MIDI Dataset,Jazz,Jazz,27 jazz 92 beat 4 4,92,4/4,human-midi,1,1,aa5b1720b7ec,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/27_jazz_92_beat_4-4.mid,
945,Groove MIDI Dataset,Jazz,Jazz,31 jazz 120 beat 4 4,120,4/4,human-midi,1,1,6f46eccb880b,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/31_jazz_120_beat_4-4.mid,
946,Groove MIDI Dataset,Jazz,Jazz,32 jazz 120 beat 4 4,120,4/4,human-midi,3,3,b9feec6d5b8a,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/32_jazz_120_beat_4-4.mid,
947,Groove MIDI Dataset,Jazz,Jazz,33 jazz 120 beat 4 4,120,4/4,human-midi,2,2,69a0509f876c,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/33_jazz_120_beat_4-4.mid,
948,Groove MIDI Dataset,Jazz,Jazz,39 jazz 120 beat 4 4,120,4/4,human-midi,2,2,0f71cfd86097,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/39_jazz_120_beat_4-4.mid,
949,Groove MIDI Dataset,Jazz,Jazz,47 jazz 102 beat 4 4,102,4/4,human-midi,8,8,ed4e08624e86,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/47_jazz_102_beat_4-4.mid,
950,Groove MIDI Dataset,Jazz,Jazz,48 jazz 93 beat 4 4,93,4/4,human-midi,8,8,406e2b7e7203,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/48_jazz_93_beat_4-4.mid,
951,Groove MIDI Dataset,Jazz,Jazz,49 jazz 125 beat 4 4,125,4/4,human-midi,8,8,d51e7b7ef64e,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/49_jazz_125_beat_4-4.mid,
952,Groove MIDI Dataset,Jazz,Jazz,50 jazz 125 beat 4 4,125,4/4,human-midi,8,8,0e2c393903a7,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/50_jazz_125_beat_4-4.mid,
953,Groove MIDI Dataset,Jazz,Jazz,52 jazz 125 beat 4 4,125,4/4,human-midi,8,8,00a34b81cbec,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/52_jazz_125_beat_4-4.mid,
954,Groove MIDI Dataset,Jazz,Jazz,75 jazz 125 beat 4 4,125,4/4,human-midi,8,8,7d696699fde7,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/75_jazz_125_beat_4-4.mid,
955,Groove MIDI Dataset,Jazz,Jazz,76 jazz mediumfast 180 beat 4 4,180,4/4,human-midi,3,3,8800e4d9f33b,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/76_jazz-mediumfast_180_beat_4-4.mid,
956,Groove MIDI Dataset,Jazz,Jazz,77 jazz mediumfast 180 beat 4 4,180,4/4,human-midi,8,8,897aa6627fad,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/77_jazz-mediumfast_180_beat_4-4.mid,
957,Groove MIDI Dataset,Jazz,Jazz,78 jazz fast 290 beat 4 4,240,4/4,human-midi,8,8,4d7e815a6b02,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/78_jazz-fast_290_beat_4-4.mid,
958,Groove MIDI Dataset,Jazz,Jazz,112 jazz fusion 96 beat 4 4,96,4/4,human-midi,8,8,38998d5dec17,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/112_jazz-fusion_96_beat_4-4.mid,
959,Groove MIDI Dataset,Jazz,Jazz,113 jazz fusion 96 beat 4 4,96,4/4,human-midi,8,8,7122a60c2e6f,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/113_jazz-fusion_96_beat_4-4.mid,
960,Groove MIDI Dataset,Jazz,Jazz,114 jazz fusion 96 beat 4 4,96,4/4,human-midi,4,4,409f93fcdbbe,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/114_jazz-fusion_96_beat_4-4.mid,
961,Groove MIDI Dataset,Jazz,Jazz,115 jazz fusion 96 beat 4 4,96,4/4,human-midi,8,8,34d34f38f1d5,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Jazz/115_jazz-fusion_96_beat_4-4.mid,
962,Groove MIDI Dataset,Latin,Latin,1 latin chacarera 157 beat 3 4,157,3/4,human-midi,8,8,2b8c455022d7,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Latin/1_latin-chacarera_157_beat_3-4.mid,
963,Groove MIDI Dataset,Latin,Latin,2 latin brazilian 101 beat 4 4,101,4/4,human-midi,8,8,3d7ee91f2187,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Latin/2_latin-brazilian_101_beat_4-4.mid,
964,Groove MIDI Dataset,Latin,Latin,2 latin chacarera 118 beat 4 4,118,4/4,human-midi,8,8,ddf2fc1f83eb,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Latin/2_latin-chacarera_118_beat_4-4.mid,
965,Groove MIDI Dataset,Latin,Latin,3 latin brazilian 101 beat 4 4,101,4/4,human-midi,8,8,65e8a471f79f,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Latin/3_latin-brazilian_101_beat_4-4.mid,
966,Groove MIDI Dataset,Latin,Latin,3 latin chacarera 118 beat 4 4,118,4/4,human-midi,8,8,5d5e2df1fa0b,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Latin/3_latin-chacarera_118_beat_4-4.mid,
967,Groove MIDI Dataset,Latin,Latin,4 latin brazilian 92 beat 4 4,92,4/4,human-midi,5,5,071087c5d094,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Latin/4_latin-brazilian_92_beat_4-4.mid,
968,Groove MIDI Dataset,Latin,Latin,5 latin brazilian 184 beat 4 4,184,4/4,human-midi,8,8,1f187cef1876,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Latin/5_latin-brazilian_184_beat_4-4.mid,
969,Groove MIDI Dataset,Latin,Latin,7 latin 95 beat 4 4,95,4/4,human-midi,8,8,6c11c8a7fe93,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Latin/7_latin_95_beat_4-4.mid,
970,Groove MIDI Dataset,Latin,Latin,8 latin 95 beat 4 4,95,4/4,human-midi,8,8,7384971c8f3d,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Latin/8_latin_95_beat_4-4.mid,
971,Groove MIDI Dataset,Latin,Latin,9 latin merengue 158 beat 4 4,158,4/4,human-midi,6,6,e5d4ca943201,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Latin/9_latin-merengue_158_beat_4-4.mid,
972,Groove MIDI Dataset,Latin,Latin,12 latin 118 beat 4 4,118,4/4,human-midi,8,8,a0425e89dd88,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Latin/12_latin_118_beat_4-4.mid,
973,Groove MIDI Dataset,Latin,Latin,12 latin bomba 96 beat 4 4,96,4/4,human-midi,8,8,f8cd96f0ca6e,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Latin/12_latin-bomba_96_beat_4-4.mid,
974,Groove MIDI Dataset,Latin,Latin,13 latin 118 beat 4 4,118,4/4,human-midi,8,8,8e503c851dad,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Latin/13_latin_118_beat_4-4.mid,
975,Groove MIDI Dataset,Latin,Latin,16 latin ando 125 beat 3 4,125,3/4,human-midi,8,8,2bf67ac829ea,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Latin/16_latin-ando_125_beat_3-4.mid,
976,Groove MIDI Dataset,Latin,Latin,24 latin 84 beat 4 4,84,4/4,human-midi,8,8,7f2a8f3f53f2,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Latin/24_latin_84_beat_4-4.mid,
977,Groove MIDI Dataset,Latin,Latin,25 latin 84 beat 4 4,84,4/4,human-midi,8,8,6c0736c9e26c,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Latin/25_latin_84_beat_4-4.mid,
978,Groove MIDI Dataset,Latin,Latin,27 latin 122 beat 4 4,122,4/4,human-midi,8,8,380348a45515,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Latin/27_latin_122_beat_4-4.mid,
979,Groove MIDI Dataset,Latin,Latin,28 latin bounce 106 beat 4 4,106,4/4,human-midi,8,8,19f02db93ca9,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Latin/28_latin-bounce_106_beat_4-4.mid,
980,Groove MIDI Dataset,Latin,Samba,28 latin samba 116 beat 4 4,116,4/4,human-midi,8,8,0b87528d2601,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Latin/28_latin-samba_116_beat_4-4.mid,
981,Groove MIDI Dataset,Latin,Latin,29 latin bounce 106 beat 4 4,106,4/4,human-midi,8,8,ee5a354d2cf6,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Latin/29_latin-bounce_106_beat_4-4.mid,
982,Groove MIDI Dataset,Latin,Latin,36 latin 118 beat 4 4,118,4/4,human-midi,8,8,892e485b69a5,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Latin/36_latin_118_beat_4-4.mid,
983,Groove MIDI Dataset,Latin,Samba,38 latin samba 116 beat 4 4,116,4/4,human-midi,8,8,9a8abfb345b3,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Latin/38_latin-samba_116_beat_4-4.mid,
984,Groove MIDI Dataset,Latin,Reggae,79 latin reggaeton 90 beat 4 4,90,4/4,human-midi,8,8,f34a7ed0658d,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Latin/79_latin-reggaeton_90_beat_4-4.mid,
985,Groove MIDI Dataset,Latin,Latin,146 latin brazilianbaiao 95 beat 4 4,95,4/4,human-midi,8,8,fd10393e2923,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Latin/146_latin-brazilianbaiao_95_beat_4-4.mid,
986,Groove MIDI Dataset,Middle Eastern,Middle Eastern,19 middleeastern 126 beat 4 4,126,4/4,human-midi,8,8,ab26e6e8d323,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Middle Eastern/19_middleeastern_126_beat_4-4.mid,
987,Groove MIDI Dataset,New Orleans,New Orleans,6 neworleans secondline 99 beat 4 4,99,4/4,human-midi,8,8,304e3f6f8da8,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,New Orleans/6_neworleans-secondline_99_beat_4-4.mid,
988,Groove MIDI Dataset,New Orleans,New Orleans,7 neworleans secondline 124 beat 4 4,124,4/4,human-midi,8,8,fa45c6588585,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,New Orleans/7_neworleans-secondline_124_beat_4-4.mid,
989,Groove MIDI Dataset,New Orleans,New Orleans,8 neworleans chacha 124 beat 4 4,124,4/4,human-midi,8,8,946ae6c3198a,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,New Orleans/8_neworleans-chacha_124_beat_4-4.mid,
990,Groove MIDI Dataset,New Orleans,New Orleans,9 neworleans shuffle 104 beat 4 4,104,4/4,human-midi,8,8,ac3923e39f8d,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,New Orleans/9_neworleans-shuffle_104_beat_4-4.mid,
991,Groove MIDI Dataset,New Orleans,New Orleans,10 neworleans funk 82 beat 4 4,82,4/4,human-midi,8,8,96ab07cc4c63,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,New Orleans/10_neworleans-funk_82_beat_4-4.mid,
992,Groove MIDI Dataset,New Orleans,New Orleans,10 neworleans funk 102 beat 4 4,102,4/4,human-midi,8,8,8ad461fbe38b,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,New Orleans/10_neworleans-funk_102_beat_4-4.mid,
993,Groove MIDI Dataset,New Orleans,New Orleans,11 neworleans funk 82 beat 4 4,82,4/4,human-midi,8,8,1aab0f8bd08e,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,New Orleans/11_neworleans-funk_82_beat_4-4.mid,
994,Groove MIDI Dataset,New Orleans,New Orleans,20 neworleans funk 90 beat 4 4,90,4/4,human-midi,8,8,1807a60c298f,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,New Orleans/20_neworleans-funk_90_beat_4-4.mid,
995,Groove MIDI Dataset,New Orleans,New Orleans,67 neworleans funk 93 beat 4 4,93,4/4,human-midi,8,8,c66f2ab7e481,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,New Orleans/67_neworleans-funk_93_beat_4-4.mid,
996,Groove MIDI Dataset,New Orleans,New Orleans,82 neworleans funk 84 beat 4 4,84,4/4,human-midi,8,8,dfaec04824f9,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,New Orleans/82_neworleans-funk_84_beat_4-4.mid,
997,Groove MIDI Dataset,New Orleans,New Orleans,88 neworleans funk 84 fill 4 4,84,4/4,human-midi,1,1,fef08423aaca,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,New Orleans/88_neworleans-funk_84_fill_4-4.mid,
998,Groove MIDI Dataset,New Orleans,New Orleans,91 neworleans funk 93 beat 4 4,93,4/4,human-midi,7,7,e96b9508f406,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,New Orleans/91_neworleans-funk_93_beat_4-4.mid,
999,Groove MIDI Dataset,New Orleans,New Orleans,100 neworleans secondline 94 beat 4 4,94,4/4,human-midi,8,8,4aac06100cf6,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,New Orleans/100_neworleans-secondline_94_beat_4-4.mid,
1000,Groove MIDI Dataset,Pop,Pop,11 pop soft 83 beat 4 4,83,4/4,human-midi,8,8,b5aab2fe12d0,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Pop/11_pop-soft_83_beat_4-4.mid,
1001,Groove MIDI Dataset,Pop,Pop,22 pop soft 83 beat 4 4,83,4/4,human-midi,8,8,6eb02dfc78fa,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Pop/22_pop-soft_83_beat_4-4.mid,
1002,Groove MIDI Dataset,Pop,Pop,23 pop soft 83 beat 4 4,83,4/4,human-midi,5,5,ef3c393becff,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Pop/23_pop-soft_83_beat_4-4.mid,
1003,Groove MIDI Dataset,Pop,Pop,96 pop 142 beat 4 4,142,4/4,human-midi,8,8,41260aee047e,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Pop/96_pop_142_beat_4-4.mid,
1004,Groove MIDI Dataset,Pop,Pop,97 pop 142 beat 4 4,142,4/4,human-midi,8,8,d2702e63461a,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Pop/97_pop_142_beat_4-4.mid,
1005,Groove MIDI Dataset,Pop,Pop,100 pop 142 beat 4 4,142,4/4,human-midi,8,8,733255634724,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Pop/100_pop_142_beat_4-4.mid,
1006,Groove MIDI Dataset,Pop,Pop,101 pop 142 beat 4 4,142,4/4,human-midi,8,8,033128ab2bb8,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Pop/101_pop_142_beat_4-4.mid,
1007,Groove MIDI Dataset,Pop,Pop,102 pop 132 beat 4 4,132,4/4,human-midi,4,4,4186634701e5,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Pop/102_pop_132_beat_4-4.mid,
1008,Groove MIDI Dataset,Pop,Pop,103 pop 132 beat 4 4,132,4/4,human-midi,8,8,dc726371d2cb,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Pop/103_pop_132_beat_4-4.mid,
1009,Groove MIDI Dataset,Pop,Pop,104 pop 132 beat 4 4,132,4/4,human-midi,8,8,27f0715e0704,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Pop/104_pop_132_beat_4-4.mid,
1010,Groove MIDI Dataset,Pop,Pop,105 pop 132 beat 4 4,132,4/4,human-midi,6,6,6601a4eb2eac,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Pop/105_pop_132_beat_4-4.mid,
1011,Groove MIDI Dataset,Punk,Punk,32 punk 140 beat 4 4,140,4/4,human-midi,8,8,9619530a2384,1,1,SOURCE_POOL_HUMAN_PERFORMANCE,Punk/32_punk_140_beat_4-4.mid,
